partner_id,agency_name,partner_ref,language,title,description,deal_type,property_type,rent_monthly_chf,extra_costs_chf,purchase_price_chf,street,zipcode,city,rooms,living_area_m2,floor,contact_email,image_urls,features,available_from
P-104,Casa Bella Immobiliare SA,AG104-00011,de,Gepflegte 2.5-Zimmer-Wohnung in Basel,Gepflegte Wohnung mit 2.5 Zimmern und 73 m² Wohnfläche im 5. Stock an der Missionsstrasse 23 in Basel. Zur Ausstattung gehören Garage und Parkplatz. Verfügbar ab 2026-11-01.,rent,flat,2150,130,,Missionsstrasse 23,4052,Basel,2.5,73,5,claire.steiner@casabella-immo.ch,https://images.unsplash.com/photo-1576941089067-2de3c901e126?w=1200&q=80|https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=1200&q=80|https://images.unsplash.com/photo-1613977257363-707ba9348227?w=1200&q=80|https://images.unsplash.com/photo-1512917774080-9991f1c4c750?w=1200&q=80,dishwasher|garage|parking|washing_machine,2026-11-01
P-100,Immo Zentrum AG,AG100-00009,de,Grosszügige 4.5-Zimmer-Wohnung in St. Gallen,Grosszügige Wohnung mit 4.5 Zimmern und 133 m² Wohnfläche im 2. Stock an der Rorschacher Strasse 111 in St. Gallen. Zur Ausstattung gehören Cheminée und Parkplatz. Verfügbar ab 2027-02-01.,buy,flat,,,1026000,Rorschacher Strasse 111,9008,St. Gallen,4.5,133,2,matteo.keller@immo-zentrum.ch,https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=1200&q=80|https://images.unsplash.com/photo-1493809842364-78817add7ffb?w=1200&q=80|https://images.unsplash.com/photo-1600047509807-ba8f99d2cdde?w=1200&q=80,fireplace|parking,2027-02-01
P-100,Immo Zentrum AG,AG100-00010,de,Moderne 3.5-Zimmer-Wohnung in Baden,Moderne Wohnung mit 3.5 Zimmern und 93 m² Wohnfläche im 6. Stock an der Bruggerstrasse 117 in Baden. Zur Ausstattung gehören Balkon und Lift. Verfügbar ab 2027-03-01.,rent,flat,1920,280,,Bruggerstrasse 117,5400,Baden,3.5,93,6,marc.keller@immo-zentrum.ch,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=1200&q=80|https://images.unsplash.com/photo-1600566752355-35792bedcfea?w=1200&q=80,balcony|elevator|pets_allowed|storage_room|wheelchair_access,2027-03-01
P-101,Wohntraum Immobilien GmbH,AG101-00009,fr,Appartement central de 3.5 pièces à Genève,"Appartement central de 3.5 pièces avec 101 m² de surface habitable au 1er étage, situé Avenue de Champel 5 à Genève. Comprend cheminée et garage. Disponible dès le 2027-02-01.",rent,flat,3480,340,,Avenue de Champel 5,1207,Genève,3.5,101,1,anna.bernasconi@wohntraum-immo.ch,https://images.unsplash.com/photo-1613545325278-f24b0cae1224?w=1200&q=80|https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=1200&q=80,fireplace|garage|garden|parking|wheelchair_access,2027-02-01
P-101,Wohntraum Immobilien GmbH,AG101-00010,de,Charmante 3.5-Zimmer-Wohnung in Zürich,Charmante Wohnung mit 3.5 Zimmern und 92 m² Wohnfläche im 5. Stock an der Röntgenstrasse 3 in Zürich. Zur Ausstattung gehören Cheminée und Parkplatz. Verfügbar ab 2027-02-01.,rent,flat,3200,160,,Röntgenstrasse 3,8001,Zürich,3.5,92,5,marc.martin@wohntraum-immo.ch,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=1200&q=80|https://images.unsplash.com/photo-1613977257363-707ba9348227?w=1200&q=80,fireplace|parking,2027-02-01
P-100,Immo Zentrum AG,AG100-00011,de,Grosszügiges 4.5-Zimmer-Einfamilienhaus in Bern,Grosszügiges Einfamilienhaus mit 4.5 Zimmern und 140 m² Wohnfläche an der Effingerstrasse 103 in Bern. Zur Ausstattung gehören Garage und Garten. Verfügbar ab 2026-10-01.,buy,house,,,1585000,Effingerstrasse 103,3007,Bern,4.5,140,,marc.keller@immo-zentrum.ch,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=1200&q=80|https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1200&q=80|https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=1200&q=80,dishwasher|garage|garden,2026-10-01
P-104,Casa Bella Immobiliare SA,AG104-00012,fr,Appartement soigné de 2.5 pièces à Neuchâtel,"Appartement soigné de 2.5 pièces avec 60 m² de surface habitable au 1er étage, situé Rue du Seyon 58 à Neuchâtel. Comprend cheminée. Disponible dès le 2026-09-01.",buy,flat,,,493000,Rue du Seyon 58,2000,Neuchâtel,2.5,60,1,jan.bernasconi@casabella-immo.ch,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=1200&q=80|https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=1200&q=80|https://images.unsplash.com/photo-1600566752355-35792bedcfea?w=1200&q=80|https://images.unsplash.com/photo-1613545325278-f24b0cae1224?w=1200&q=80,fireplace|washing_machine,2026-09-01
P-104,Casa Bella Immobiliare SA,AG104-00013,de,Gepflegte 2.5-Zimmer-Dachwohnung in Baden,Gepflegte Dachwohnung mit 2.5 Zimmern und 64 m² Wohnfläche im 3. Stock an der Bruggerstrasse 77 in Baden. Zur Ausstattung gehören Garage. Verfügbar ab 2027-04-01.,rent,attic_flat,1190,260,,Bruggerstrasse 77,5400,Baden,2.5,64,3,elena.frei@casabella-immo.ch,https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=1200&q=80|https://images.unsplash.com/photo-1560185007-cde436f6a4d0?w=1200&q=80,dishwasher|garage,2027-04-01
P-100,Immo Zentrum AG,AG100-00012,fr,Appartement soigné de 5.5 pièces à Lausanne,"Appartement soigné de 5.5 pièces avec 152 m² de surface habitable au 1er étage, situé Avenue de Cour 48 à Lausanne. Comprend jardin et place de parc. Disponible dès le 2027-04-01.",rent,flat,4590,220,,Avenue de Cour 48,1004,Lausanne,5.5,152,1,nina.favre@immo-zentrum.ch,https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=1200&q=80|https://images.unsplash.com/photo-1493809842364-78817add7ffb?w=1200&q=80,garden|minergie|parking|pets_allowed|washing_machine,2027-04-01
P-100,Immo Zentrum AG,AG100-00013,fr,Maison individuelle centrale de 5.5 pièces à Neuchâtel,"Maison individuelle centrale de 5.5 pièces avec 176 m² de surface habitable, située Rue du Seyon 37 à Neuchâtel. Comprend jardin. Disponible dès le 2027-02-01.",rent,house,3860,200,,Rue du Seyon 37,2000,Neuchâtel,5.5,176,,elena.steiner@immo-zentrum.ch,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80|https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1200&q=80,garden|pets_allowed,2027-02-01
P-102,Régie du Lac SA,AG102-00005,de,Renovierte 2.5-Zimmer-Maisonette-Wohnung in Luzern,Renovierte Maisonette-Wohnung mit 2.5 Zimmern und 62 m² Wohnfläche im 4. Stock an der Pilatusstrasse 24 in Luzern. Zur Ausstattung gehören Balkon. Verfügbar ab 2027-01-01.,rent,duplex,1820,250,,Pilatusstrasse 24,6004,Luzern,2.5,62,4,claire.keller@regiedulac.ch,https://images.unsplash.com/photo-1613545325278-f24b0cae1224?w=1200&q=80|https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80,balcony|minergie|storage_room|washing_machine|wheelchair_access,2027-01-01
P-104,Casa Bella Immobiliare SA,AG104-00014,de,Gepflegtes 1.5-Zimmer-Studio in Winterthur,Gepflegtes Studio mit 1.5 Zimmern und 33 m² Wohnfläche im 5. Stock an der Marktgasse 48 in Winterthur. Zur Ausstattung gehören Cheminée und Garten. Verfügbar ab 2027-02-01.,rent,studio,600,290,,Marktgasse 48,8404,Winterthur,1.5,33,5,elena.favre@casabella-immo.ch,https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80|https://images.unsplash.com/photo-1512917774080-9991f1c4c750?w=1200&q=80,fireplace|garden|washing_machine,2027-02-01
P-100,Immo Zentrum AG,AG100-00014,de,Zentrales 4.5-Zimmer-Einfamilienhaus in Zug,Zentrales Einfamilienhaus mit 4.5 Zimmern und 143 m² Wohnfläche an der Baarerstrasse 37 in Zug. Zur Ausstattung gehören Lift und Garten. Verfügbar ab 2027-01-01.,rent,house,5120,220,,Baarerstrasse 37,6300,Zug,4.5,143,,sofia.frei@immo-zentrum.ch,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=1200&q=80|https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=1200&q=80|https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80|https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=1200&q=80,elevator|garden|parking|pets_allowed|storage_room,2027-01-01
P-100,Immo Zentrum AG,AG100-00015,de,Gepflegtes 4.5-Zimmer-Reihenhaus in Chur,Gepflegtes Reihenhaus mit 4.5 Zimmern und 146 m² Wohnfläche an der Bahnhofstrasse 51 in Chur. Zur Ausstattung gehören Lift und Garage. Verfügbar ab 2027-03-01.,buy,terrace_house,,,1189000,Bahnhofstrasse 51,7000,Chur,4.5,146,,anna.favre@immo-zentrum.ch,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=1200&q=80|https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=1200&q=80|https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=1200&q=80,elevator|garage|garden|storage_room|washing_machine,2027-03-01
P-103,Alpina Real Estate AG,AG103-00011,de,Charmantes 4.5-Zimmer-Loft in Zug,Charmantes Loft mit 4.5 Zimmern und 109 m² Wohnfläche im 3. Stock an der Chamerstrasse 76 in Zug. Zur Ausstattung gehören Garten und Parkplatz. Verfügbar ab 2026-10-01.,rent,loft,3690,300,,Chamerstrasse 76,6300,Zug,4.5,109,3,jan.dubois@alpina-realestate.ch,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=1200&q=80|https://images.unsplash.com/photo-1560184897-ae75f418493e?w=1200&q=80,garden|parking|pets_allowed|washing_machine|wheelchair_access,2026-10-01
P-100,Immo Zentrum AG,AG100-00016,fr,Appartement rénové de 5.5 pièces à Lausanne,"Appartement rénové de 5.5 pièces avec 148 m² de surface habitable au 4e étage, situé Rue de Bourg 23 à Lausanne. Comprend ascenseur et garage. Disponible dès le 2026-11-01.",rent,flat,4490,200,,Rue de Bourg 23,1007,Lausanne,5.5,148,4,marc.bernasconi@immo-zentrum.ch,https://images.unsplash.com/photo-1560184897-ae75f418493e?w=1200&q=80|https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=1200&q=80|https://images.unsplash.com/photo-1600047509807-ba8f99d2cdde?w=1200&q=80,elevator|garage|parking,2026-11-01
P-100,Immo Zentrum AG,AG100-00017,de,Modernes 3.5-Zimmer-Loft in Bern,Modernes Loft mit 3.5 Zimmern und 101 m² Wohnfläche im 5. Stock an der Effingerstrasse 60 in Bern. Zur Ausstattung gehören Balkon. Verfügbar ab 2026-09-01.,rent,loft,2730,230,,Effingerstrasse 60,3014,Bern,3.5,101,5,claire.meier@immo-zentrum.ch,https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=1200&q=80|https://images.unsplash.com/photo-1613545325278-f24b0cae1224?w=1200&q=80,balcony|dishwasher|pets_allowed|wheelchair_access,2026-09-01
P-100,Immo Zentrum AG,AG100-00018,fr,Maison mitoyenne charmante de 4.5 pièces à Sion,"Maison mitoyenne charmante de 4.5 pièces avec 141 m² de surface habitable, située Rue du Grand-Pont 78 à Sion. Comprend cheminée et jardin. Disponible dès le 2026-11-01.",buy,terrace_house,,,1170000,Rue du Grand-Pont 78,1950,Sion,4.5,141,,anna.favre@immo-zentrum.ch,https://images.unsplash.com/photo-1560185007-cde436f6a4d0?w=1200&q=80|https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=1200&q=80|https://images.unsplash.com/photo-1600210492486-724fe5c67fb0?w=1200&q=80,fireplace|garden|wheelchair_access,2026-11-01
P-102,Régie du Lac SA,AG102-00006,de,Zentrales 1.0-Zimmer-Studio in Thun,Zentrales Studio mit 1.0 Zimmern und 23 m² Wohnfläche im 3. Stock an der Frutigenstrasse 100 in Thun. Verfügbar ab 2026-09-01.,buy,studio,,,189000,Frutigenstrasse 100,3600,Thun,1.0,23,3,nina.dubois@regiedulac.ch,https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=1200&q=80|https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1200&q=80,dishwasher|pets_allowed|washing_machine,2026-09-01
P-104,Casa Bella Immobiliare SA,AG104-00015,de,Grosszügige 3.5-Zimmer-Wohnung in Thun,Grosszügige Wohnung mit 3.5 Zimmern und 97 m² Wohnfläche im 5. Stock an der Frutigenstrasse 40 in Thun. Zur Ausstattung gehören Parkplatz. Verfügbar ab 2026-11-01.,buy,flat,,,817000,Frutigenstrasse 40,3600,Thun,3.5,97,5,nina.meier@casabella-immo.ch,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=1200&q=80|https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=1200&q=80|https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=1200&q=80|https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=1200&q=80,parking|pets_allowed|wheelchair_access,2026-11-01
P-102,Régie du Lac SA,AG102-00007,de,Zentrales 6.5-Zimmer-Einfamilienhaus in Zürich,Zentrales Einfamilienhaus mit 6.5 Zimmern und 199 m² Wohnfläche an der Weinbergstrasse 47 in Zürich. Zur Ausstattung gehören Garten. Verfügbar ab 2027-02-01.,buy,house,,,3205000,Weinbergstrasse 47,8001,Zürich,6.5,199,,marc.rossi@regiedulac.ch,https://images.unsplash.com/photo-1560184897-ae75f418493e?w=1200&q=80|https://images.unsplash.com/photo-1600566752355-35792bedcfea?w=1200&q=80|https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80,garden|minergie|washing_machine,2027-02-01
P-104,Casa Bella Immobiliare SA,AG104-00016,fr,Appartement spacieux de 2.5 pièces à Neuchâtel,"Appartement spacieux de 2.5 pièces avec 58 m² de surface habitable au 2e étage, situé Faubourg de l'Hôpital 20 à Neuchâtel. Disponible dès le 2026-11-01.",buy,flat,,,410000,Faubourg de l'Hôpital 20,2000,Neuchâtel,2.5,58,2,marc.bernasconi@casabella-immo.ch,https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=1200&q=80|https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=1200&q=80,minergie|pets_allowed,2026-11-01
P-104,Casa Bella Immobiliare SA,AG104-00017,de,Gepflegtes 3.5-Zimmer-Loft in Bern,Gepflegtes Loft mit 3.5 Zimmern und 104 m² Wohnfläche im 4. Stock an der Breitenrainstrasse 60 in Bern. Zur Ausstattung gehören Lift und Cheminée. Verfügbar ab 2027-03-01.,rent,loft,3040,220,,Breitenrainstrasse 60,3011,Bern,3.5,104,4,david.frei@casabella-immo.ch,https://images.unsplash.com/photo-1613977257363-707ba9348227?w=1200&q=80|https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80,dishwasher|elevator|fireplace,2027-03-01
P-103,Alpina Real Estate AG,AG103-00012,de,Modernes 4.5-Zimmer-Einfamilienhaus in Chur,Modernes Einfamilienhaus mit 4.5 Zimmern und 150 m² Wohnfläche an der Masanserstrasse 11 in Chur. Zur Ausstattung gehören Garten. Verfügbar ab 2027-01-01.,buy,house,,,1170000,Masanserstrasse 11,7000,Chur,4.5,150,,david.huber@alpina-realestate.ch,https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=1200&q=80|https://images.unsplash.com/photo-1576941089067-2de3c901e126?w=1200&q=80|https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1200&q=80,garden|storage_room|washing_machine,2027-01-01
P-101,Wohntraum Immobilien GmbH,AG101-00011,de,Modernes 5.5-Zimmer-Einfamilienhaus in Luzern,Modernes Einfamilienhaus mit 5.5 Zimmern und 181 m² Wohnfläche an der Obergrundstrasse 84 in Luzern. Zur Ausstattung gehören Balkon und Lift. Verfügbar ab 2026-11-01.,buy,house,,,1832000,Obergrundstrasse 84,6004,Luzern,5.5,181,,luca.meier@wohntraum-immo.ch,https://images.unsplash.com/photo-1560185007-cde436f6a4d0?w=1200&q=80|https://images.unsplash.com/photo-1613977257363-707ba9348227?w=1200&q=80|https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80,balcony|elevator|garden|minergie|parking|pets_allowed,2026-11-01
P-102,Régie du Lac SA,AG102-00008,it,Casa unifamiliare centrale di 5.5 locali a Lugano,"Casa unifamiliare centrale di 5.5 locali con 160 m² di superficie abitabile, in Via Nassa 100 a Lugano. Include giardino. Disponibile dal 2026-12-01.",buy,house,,,1563000,Via Nassa 100,6962,Lugano,5.5,160,,nina.keller@regiedulac.ch,https://images.unsplash.com/photo-1600585154526-990dced4db0d?w=1200&q=80|https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=1200&q=80,garden|storage_room|washing_machine|wheelchair_access,2026-12-01
P-104,Casa Bella Immobiliare SA,AG104-00018,de,Zentrales 5.5-Zimmer-Einfamilienhaus in Basel,Zentrales Einfamilienhaus mit 5.5 Zimmern und 143 m² Wohnfläche an der Steinenvorstadt 79 in Basel. Zur Ausstattung gehören Garage und Garten. Verfügbar ab 2026-12-01.,buy,house,,,1517000,Steinenvorstadt 79,4053,Basel,5.5,143,,matteo.huber@casabella-immo.ch,https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1200&q=80|https://images.unsplash.com/photo-1502672260266-1c1ef2d93688?w=1200&q=80|https://images.unsplash.com/photo-1600210492486-724fe5c67fb0?w=1200&q=80|https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=1200&q=80,dishwasher|garage|garden|washing_machine,2026-12-01
P-101,Wohntraum Immobilien GmbH,AG101-00012,de,Helle 5.5-Zimmer-Wohnung in Luzern,Helle Wohnung mit 5.5 Zimmern und 144 m² Wohnfläche im 6. Stock an der Bruchstrasse 101 in Luzern. Zur Ausstattung gehören Balkon und Cheminée. Verfügbar ab 2027-02-01.,buy,flat,,,1535000,Bruchstrasse 101,6003,Luzern,5.5,144,6,nina.martin@wohntraum-immo.ch,https://images.unsplash.com/photo-1560184897-ae75f418493e?w=1200&q=80|https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=1200&q=80|https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80|https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=1200&q=80,balcony|dishwasher|fireplace|garden|pets_allowed,2027-02-01
P-100,Immo Zentrum AG,AG100-00019,fr,Appartement lumineux de 3.5 pièces à Sion,"Appartement lumineux de 3.5 pièces avec 99 m² de surface habitable au 1er étage, situé Rue du Grand-Pont 26 à Sion. Comprend cheminée et garage. Disponible dès le 2026-12-01.",buy,flat,,,856000,Rue du Grand-Pont 26,1950,Sion,3.5,99,1,claire.meier@immo-zentrum.ch,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=1200&q=80|https://images.unsplash.com/photo-1613977257363-707ba9348227?w=1200&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=1200&q=80|https://images.unsplash.com/photo-1600566752355-35792bedcfea?w=1200&q=80,fireplace|garage|minergie|parking|washing_machine,2026-12-01
P-101,Wohntraum Immobilien GmbH,AG101-00013,de,Zentrale 3.5-Zimmer-Wohnung in Zürich,Zentrale Wohnung mit 3.5 Zimmern und 85 m² Wohnfläche im 6. Stock an der Forchstrasse 115 in Zürich. Zur Ausstattung gehören Garten und Parkplatz. Verfügbar ab 2027-02-01.,buy,flat,,,1351000,Forchstrasse 115,8032,Zürich,3.5,85,6,anna.bernasconi@wohntraum-immo.ch,https://images.unsplash.com/photo-1576941089067-2de3c901e126?w=1200&q=80|https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=1200&q=80|https://images.unsplash.com/photo-1600210492486-724fe5c67fb0?w=1200&q=80,dishwasher|garden|parking|pets_allowed,2027-02-01
P-103,Alpina Real Estate AG,AG103-00013,fr,Appartement rénové de 2.5 pièces à Fribourg,"Appartement rénové de 2.5 pièces avec 69 m² de surface habitable, situé Boulevard de Pérolles 58 à Fribourg. Comprend place de parc. Disponible dès le 2026-11-01.",rent,flat,1720,160,,Boulevard de Pérolles 58,1700,Fribourg,2.5,69,0,claire.bernasconi@alpina-realestate.ch,https://images.unsplash.com/photo-1560185127-6ed189bf02f4?w=1200&q=80|https://images.unsplash.com/photo-1613545325278-f24b0cae1224?w=1200&q=80,minergie|parking|pets_allowed|washing_machine,2026-11-01
P-102,Régie du Lac SA,AG102-00009,de,Ruhiges 6.5-Zimmer-Reihenhaus in St. Gallen,Ruhiges Reihenhaus mit 6.5 Zimmern und 214 m² Wohnfläche an der Rorschacher Strasse 17 in St. Gallen. Zur Ausstattung gehören Balkon und Garage. Verfügbar ab 2026-12-01.,rent,terrace_house,5270,140,,Rorschacher Strasse 17,9000,St. Gallen,6.5,214,,claire.frei@regiedulac.ch,https://images.unsplash.com/photo-1522708323590-d24dbb6b0267?w=1200&q=80|https://images.unsplash.com/photo-1556912167-f556f1f39fdf?w=1200&q=80|https://images.unsplash.com/photo-1484154218962-a197022b5858?w=1200&q=80|https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1200&q=80,balcony|garage|garden|pets_allowed|storage_room|wheelchair_access,2026-12-01
P-102,Régie du Lac SA,AG102-00010,de,Helle 3.5-Zimmer-Dachwohnung in Thun,Helle Dachwohnung mit 3.5 Zimmern und 87 m² Wohnfläche im 6. Stock an der Aarestrasse 64 in Thun. Zur Ausstattung gehören Lift und Parkplatz. Verfügbar ab 2026-10-01.,rent,attic_flat,1650,200,,Aarestrasse 64,3600,Thun,3.5,87,6,jan.bernasconi@regiedulac.ch,https://images.unsplash.com/photo-1556912167-f556f1f39fdf?w=1200&q=80|https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=1200&q=80,dishwasher|elevator|minergie|parking,2026-10-01
P-102,Régie du Lac SA,AG102-00011,de,Renoviertes 4.5-Zimmer-Loft in Köniz,Renoviertes Loft mit 4.5 Zimmern und 106 m² Wohnfläche im 1. Stock an der Sägestrasse 109 in Köniz. Zur Ausstattung gehören Parkplatz. Verfügbar ab 2026-11-01.,buy,loft,,,850000,Sägestrasse 109,3098,Köniz,4.5,106,1,david.rossi@regiedulac.ch,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80|https://images.unsplash.com/photo-1613490493576-7fde63acd811?w=1200&q=80,minergie|parking|pets_allowed|washing_machine|wheelchair_access,2026-11-01
P-103,Alpina Real Estate AG,AG103-00014,it,Appartamento ristrutturato di 4.5 locali a Lugano,"Appartamento ristrutturato di 4.5 locali con 99 m² di superficie abitabile al 4° piano, in Via Pretorio 92 a Lugano. Include posteggio. Disponibile dal 2027-03-01.",rent,flat,2700,350,,Via Pretorio 92,6962,Lugano,4.5,99,4,elena.favre@alpina-realestate.ch,https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=1200&q=80|https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=1200&q=80,minergie|parking|wheelchair_access,2027-03-01
P-101,Wohntraum Immobilien GmbH,AG101-00014,de,Helle 4.5-Zimmer-Wohnung in Zürich,Helle Wohnung mit 4.5 Zimmern und 123 m² Wohnfläche im 2. Stock an der Seefeldstrasse 67 in Zürich. Zur Ausstattung gehören Garage und Garten. Verfügbar ab 2027-01-01.,rent,flat,4910,250,,Seefeldstrasse 67,8004,Zürich,4.5,123,2,marc.dubois@wohntraum-immo.ch,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1200&q=80|https://images.unsplash.com/photo-1600566753190-17f0baa2a6c3?w=1200&q=80|https://images.unsplash.com/photo-1600210492486-724fe5c67fb0?w=1200&q=80|https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=1200&q=80,garage|garden|storage_room,2027-01-01
P-100,Immo Zentrum AG,AG100-00020,de,Grosszügige 2.5-Zimmer-Wohnung in Aarau,Grosszügige Wohnung mit 2.5 Zimmern und 60 m² Wohnfläche im 5. Stock an der Bahnhofstrasse 22 in Aarau. Zur Ausstattung gehören Parkplatz. Verfügbar ab 2026-09-01.,buy,flat,,,452000,Bahnhofstrasse 22,5000,Aarau,2.5,60,5,nina.keller@immo-zentrum.ch,https://images.unsplash.com/photo-1560184897-ae75f418493e?w=1200&q=80|https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=1200&q=80|https://images.unsplash.com/photo-1600585154340-be6161a56a0c?w=1200&q=80|https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=1200&q=80,minergie|parking|storage_room|wheelchair_access,2026-09-01
P-103,Alpina Real Estate AG,AG103-00015,fr,Appartement calme de 4.5 pièces à Genève,"Appartement calme de 4.5 pièces avec 121 m² de surface habitable, situé Rue du Rhône 89 à Genève. Comprend ascenseur et cheminée. Disponible dès le 2026-11-01.",rent,flat,4540,190,,Rue du Rhône 89,1201,Genève,4.5,121,0,matteo.bernasconi@alpina-realestate.ch,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80|https://images.unsplash.com/photo-1600607687939-ce8a6c25118c?w=1200&q=80|https://images.unsplash.com/photo-1556912167-f556f1f39fdf?w=1200&q=80,dishwasher|elevator|fireplace|garden,2026-11-01
P-101,Wohntraum Immobilien GmbH,AG101-00015,fr,Appartement calme de 3.5 pièces à Genève,"Appartement calme de 3.5 pièces avec 97 m² de surface habitable au 6e étage, situé Rue du Rhône 35 à Genève. Comprend ascenseur. Disponible dès le 2026-12-01.",rent,flat,3370,290,,Rue du Rhône 35,1204,Genève,3.5,97,6,nina.keller@wohntraum-immo.ch,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?w=1200&q=80|https://images.unsplash.com/photo-1613545325278-f24b0cae1224?w=1200&q=80|https://images.unsplash.com/photo-1556912167-f556f1f39fdf?w=1200&q=80,elevator|pets_allowed,2026-12-01
P-103,Alpina Real Estate AG,AG103-00016,de,Ruhige 2.5-Zimmer-Dachwohnung in Bern,Ruhige Dachwohnung mit 2.5 Zimmern und 71 m² Wohnfläche im 4. Stock an der Effingerstrasse 64 in Bern. Zur Ausstattung gehören Cheminée. Verfügbar ab 2026-10-01.,buy,attic_flat,,,679000,Effingerstrasse 64,3005,Bern,2.5,71,4,david.bernasconi@alpina-realestate.ch,https://images.unsplash.com/photo-1568605114967-8130f3a36994?w=1200&q=80|https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=1200&q=80,fireplace|storage_room|washing_machine,2026-10-01
P-102,Régie du Lac SA,AG102-00012,de,Grosszügige 1.5-Zimmer-Wohnung in Zürich,Grosszügige Wohnung mit 1.5 Zimmern und 36 m² Wohnfläche im 4. Stock an der Hardturmstrasse 94 in Zürich. Zur Ausstattung gehören Balkon und Garten. Verfügbar ab 2027-03-01.,buy,flat,,,538000,Hardturmstrasse 94,8008,Zürich,1.5,36,4,luca.frei@regiedulac.ch,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=1200&q=80|https://images.unsplash.com/photo-1600121848594-d8644e57abab?w=1200&q=80,balcony|dishwasher|garden|parking|storage_room,2027-03-01
